País de origen	Nationality	País de nacimiento	Five-year age group	Sex	Period	Total
Argentina	Spanish 	País de origen	Total	Females	2010	581
Argentina	Spanish 	País de origen	Total	Females	2009	565
Argentina	Spanish 	País de origen	Total	Females	2008	825
Argentina	Spanish 	Otros	Total	Males	2019	89
Argentina	Spanish 	Otros	Total	Males	2018	46
Argentina	Spanish 	Otros	Total	Males	2017	47
Argentina	Spanish 	Otros	Total	Males	2016	47
Argentina	Spanish 	Otros	Total	Males	2015	41
Argentina	Spanish 	Otros	Total	Males	2014	25
Argentina	Spanish 	Otros	Total	Males	2013	26
Argentina	Spanish 	Otros	Total	Males	2012	32
Argentina	Spanish 	Otros	Total	Males	2011	14
Argentina	Spanish 	Otros	Total	Males	2010	17
Argentina	Spanish 	Otros	Total	Males	2009	17
Argentina	Spanish 	Otros	Total	Males	2008	26
Argentina	Spanish 	Otros	Total	Females	2019	107
Argentina	Spanish 	Otros	Total	Females	2018	67
Argentina	Spanish 	Otros	Total	Females	2017	41
Argentina	Spanish 	Otros	Total	Females	2016	39
Argentina	Spanish 	Otros	Total	Females	2015	42
Argentina	Spanish 	Otros	Total	Females	2014	34
Argentina	Spanish 	Otros	Total	Females	2013	26
Argentina	Spanish 	Otros	Total	Females	2012	27
Argentina	Spanish 	Otros	Total	Females	2011	19
Argentina	Spanish 	Otros	Total	Females	2010	17
Argentina	Spanish 	Otros	Total	Females	2009	11
Argentina	Spanish 	Otros	Total	Females	2008	15
Argentina	Extranjera	Spain	Total	Males	2019	38
Argentina	Extranjera	Spain	Total	Males	2018	32
Argentina	Extranjera	Spain	Total	Males	2017	35
Argentina	Extranjera	Spain	Total	Males	2016	43
Argentina	Extranjera	Spain	Total	Males	2015	48
Argentina	Extranjera	Spain	Total	Males	2014	35
Argentina	Extranjera	Spain	Total	Males	2013	36
Argentina	Extranjera	Spain	Total	Males	2012	18
Argentina	Extranjera	Spain	Total	Males	2011	20
Argentina	Extranjera	Spain	Total	Males	2010	21
Argentina	Extranjera	Spain	Total	Males	2009	28
Argentina	Extranjera	Spain	Total	Males	2008	36
Argentina	Extranjera	Spain	Total	Females	2019	34
Argentina	Extranjera	Spain	Total	Females	2018	20
Argentina	Extranjera	Spain	Total	Females	2017	39
Argentina	Extranjera	Spain	Total	Females	2016	52
Argentina	Extranjera	Spain	Total	Females	2015	37
Argentina	Extranjera	Spain	Total	Females	2014	39
Argentina	Extranjera	Spain	Total	Females	2013	28
Argentina	Extranjera	Spain	Total	Females	2012	38
Argentina	Extranjera	Spain	Total	Females	2011	15
Argentina	Extranjera	Spain	Total	Females	2010	17
Argentina	Extranjera	Spain	Total	Females	2009	27
Argentina	Extranjera	Spain	Total	Females	2008	40
Argentina	Extranjera	País de origen	Total	Males	2019	11,751
Argentina	Extranjera	País de origen	Total	Males	2018	6,943
Argentina	Extranjera	País de origen	Total	Males	2017	5,226
Argentina	Extranjera	País de origen	Total	Males	2016	3,569
Argentina	Extranjera	País de origen	Total	Males	2015	2,879
Argentina	Extranjera	País de origen	Total	Males	2014	2,322
Argentina	Extranjera	País de origen	Total	Males	2013	2,026
Argentina	Extranjera	País de origen	Total	Males	2012	1,887
Argentina	Extranjera	País de origen	Total	Males	2011	2,607
Argentina	Extranjera	País de origen	Total	Males	2010	2,987
Argentina	Extranjera	País de origen	Total	Males	2009	3,627
Argentina	Extranjera	País de origen	Total	Males	2008	7,526
Argentina	Extranjera	País de origen	Total	Females	2019	11,881
Argentina	Extranjera	País de origen	Total	Females	2018	7,213
Argentina	Extranjera	País de origen	Total	Females	2017	5,797
Argentina	Extranjera	País de origen	Total	Females	2016	3,967
Argentina	Extranjera	País de origen	Total	Females	2015	3,107
Argentina	Extranjera	País de origen	Total	Females	2014	2,455
Argentina	Extranjera	País de origen	Total	Females	2013	2,111
Argentina	Extranjera	País de origen	Total	Females	2012	2,098
Argentina	Extranjera	País de origen	Total	Females	2011	2,929
Argentina	Extranjera	País de origen	Total	Females	2010	3,318
Argentina	Extranjera	País de origen	Total	Females	2009	4,072
Argentina	Extranjera	País de origen	Total	Females	2008	7,484
Argentina	Extranjera	Otros	Total	Males	2019	906
Argentina	Extranjera	Otros	Total	Males	2018	479
Argentina	Extranjera	Otros	Total	Males	2017	348
Argentina	Extranjera	Otros	Total	Males	2016	285
Argentina	Extranjera	Otros	Total	Males	2015	226
Argentina	Extranjera	Otros	Total	Males	2014	217
Argentina	Extranjera	Otros	Total	Males	2013	196
Argentina	Extranjera	Otros	Total	Males	2012	151
Argentina	Extranjera	Otros	Total	Males	2011	154
Argentina	Extranjera	Otros	Total	Males	2010	149
Argentina	Extranjera	Otros	Total	Males	2009	172
Argentina	Extranjera	Otros	Total	Males	2008	336
Argentina	Extranjera	Otros	Total	Females	2019	1,084
Argentina	Extranjera	Otros	Total	Females	2018	626
Argentina	Extranjera	Otros	Total	Females	2017	405
Argentina	Extranjera	Otros	Total	Females	2016	377
Argentina	Extranjera	Otros	Total	Females	2015	281
Argentina	Extranjera	Otros	Total	Females	2014	278
Argentina	Extranjera	Otros	Total	Females	2013	235
Argentina	Extranjera	Otros	Total	Females	2012	199
Argentina	Extranjera	Otros	Total	Females	2011	220
Argentina	Extranjera	Otros	Total	Females	2010	232
Argentina	Extranjera	Otros	Total	Females	2009	296
Argentina	Extranjera	Otros	Total	Females	2008	483
Bolivia	Spanish 	Spain	Total	Males	2019	219
Bolivia	Spanish 	Spain	Total	Males	2018	254
Bolivia	Spanish 	Spain	Total	Males	2017	205
Bolivia	Spanish 	Spain	Total	Males	2016	161
Bolivia	Spanish 	Spain	Total	Males	2015	146
Bolivia	Spanish 	Spain	Total	Males	2014	120
Bolivia	Spanish 	Spain	Total	Males	2013	82
Bolivia	Spanish 	Spain	Total	Males	2012	75
Bolivia	Spanish 	Spain	Total	Males	2011	91
Bolivia	Spanish 	Spain	Total	Males	2010	48
Bolivia	Spanish 	Spain	Total	Males	2009	44
Bolivia	Spanish 	Spain	Total	Males	2008	37
Bolivia	Spanish 	Spain	Total	Females	2019	155
Bolivia	Spanish 	Spain	Total	Females	2018	194
Bolivia	Spanish 	Spain	Total	Females	2017	165
Bolivia	Spanish 	Spain	Total	Females	2016	124
Bolivia	Spanish 	Spain	Total	Females	2015	102
Bolivia	Spanish 	Spain	Total	Females	2014	88
Bolivia	Spanish 	Spain	Total	Females	2013	87
Bolivia	Spanish 	Spain	Total	Females	2012	43
Bolivia	Spanish 	Spain	Total	Females	2011	71
Bolivia	Spanish 	Spain	Total	Females	2010	42
Bolivia	Spanish 	Spain	Total	Females	2009	43
Bolivia	Spanish 	Spain	Total	Females	2008	44
Bolivia	Spanish 	País de origen	Total	Males	2019	552
Bolivia	Spanish 	País de origen	Total	Males	2018	491
Bolivia	Spanish 	País de origen	Total	Males	2017	441
Bolivia	Spanish 	País de origen	Total	Males	2016	320
Bolivia	Spanish 	País de origen	Total	Males	2015	239
Bolivia	Spanish 	País de origen	Total	Males	2014	133
Bolivia	Spanish 	País de origen	Total	Males	2013	78
Bolivia	Spanish 	País de origen	Total	Males	2012	53
Bolivia	Spanish 	País de origen	Total	Males	2011	49
Bolivia	Spanish 	País de origen	Total	Males	2010	60
Bolivia	Spanish 	País de origen	Total	Males	2009	37
Bolivia	Spanish 	País de origen	Total	Males	2008	65
Bolivia	Spanish 	País de origen	Total	Females	2019	614
Bolivia	Spanish 	País de origen	Total	Females	2018	591
Bolivia	Spanish 	País de origen	Total	Females	2017	523
Bolivia	Spanish 	País de origen	Total	Females	2016	341
Bolivia	Spanish 	País de origen	Total	Females	2015	268
Bolivia	Spanish 	País de origen	Total	Females	2014	140
Bolivia	Spanish 	País de origen	Total	Females	2013	82
Bolivia	Spanish 	País de origen	Total	Females	2012	62
Bolivia	Spanish 	País de origen	Total	Females	2011	61
Bolivia	Spanish 	País de origen	Total	Females	2010	64
Bolivia	Spanish 	País de origen	Total	Females	2009	53
Bolivia	Spanish 	País de origen	Total	Females	2008	54
Bolivia	Spanish 	Otros	Total	Males	2019	14
Bolivia	Spanish 	Otros	Total	Males	2018	13
Bolivia	Spanish 	Otros	Total	Males	2017	18
Bolivia	Spanish 	Otros	Total	Males	2016	20
Bolivia	Spanish 	Otros	Total	Males	2015	15
Bolivia	Spanish 	Otros	Total	Males	2014	9
Bolivia	Spanish 	Otros	Total	Males	2013	4
Bolivia	Spanish 	Otros	Total	Males	2012	3
Bolivia	Spanish 	Otros	Total	Males	2011	4
Bolivia	Spanish 	Otros	Total	Males	2010	2
Bolivia	Spanish 	Otros	Total	Males	2009	2
Bolivia	Spanish 	Otros	Total	Males	2008	5
Bolivia	Spanish 	Otros	Total	Females	2019	9
Bolivia	Spanish 	Otros	Total	Females	2018	16
Bolivia	Spanish 	Otros	Total	Females	2017	7
Bolivia	Spanish 	Otros	Total	Females	2016	13
Bolivia	Spanish 	Otros	Total	Females	2015	10
Bolivia	Spanish 	Otros	Total	Females	2014	9
Bolivia	Spanish 	Otros	Total	Females	2013	7
Bolivia	Spanish 	Otros	Total	Females	2012	4
Bolivia	Spanish 	Otros	Total	Females	2011	2
Bolivia	Spanish 	Otros	Total	Females	2010	6
Bolivia	Spanish 	Otros	Total	Females	2009	0
Bolivia	Spanish 	Otros	Total	Females	2008	4
Bolivia	Extranjera	Spain	Total	Males	2019	27
Bolivia	Extranjera	Spain	Total	Males	2018	20
Bolivia	Extranjera	Spain	Total	Males	2017	39
Bolivia	Extranjera	Spain	Total	Males	2016	127
Bolivia	Extranjera	Spain	Total	Males	2015	67
Bolivia	Extranjera	Spain	Total	Males	2014	118
Bolivia	Extranjera	Spain	Total	Males	2013	52
Bolivia	Extranjera	Spain	Total	Males	2012	44
Bolivia	Extranjera	Spain	Total	Males	2011	29
Bolivia	Extranjera	Spain	Total	Males	2010	30
Bolivia	Extranjera	Spain	Total	Males	2009	53
Bolivia	Extranjera	Spain	Total	Males	2008	71
Bolivia	Extranjera	Spain	Total	Females	2019	27
Bolivia	Extranjera	Spain	Total	Females	2018	22
Bolivia	Extranjera	Spain	Total	Females	2017	36
Bolivia	Extranjera	Spain	Total	Females	2016	116
Bolivia	Extranjera	Spain	Total	Females	2015	74
Bolivia	Extranjera	Spain	Total	Females	2014	109
Bolivia	Extranjera	Spain	Total	Females	2013	50
Bolivia	Extranjera	Spain	Total	Females	2012	41
Bolivia	Extranjera	Spain	Total	Females	2011	25
Bolivia	Extranjera	Spain	Total	Females	2010	22
Bolivia	Extranjera	Spain	Total	Females	2009	36
Bolivia	Extranjera	Spain	Total	Females	2008	71
Bolivia	Extranjera	País de origen	Total	Males	2019	2,893
Bolivia	Extranjera	País de origen	Total	Males	2018	2,694
Bolivia	Extranjera	País de origen	Total	Males	2017	2,762
Bolivia	Extranjera	País de origen	Total	Males	2016	2,191
Bolivia	Extranjera	País de origen	Total	Males	2015	1,742
Bolivia	Extranjera	País de origen	Total	Males	2014	1,721
Bolivia	Extranjera	País de origen	Total	Males	2013	1,518
Bolivia	Extranjera	País de origen	Total	Males	2012	1,649
Bolivia	Extranjera	País de origen	Total	Males	2011	2,036
Bolivia	Extranjera	País de origen	Total	Males	2010	1,736
Bolivia	Extranjera	País de origen	Total	Males	2009	2,512
Bolivia	Extranjera	País de origen	Total	Males	2008	4,483
Bolivia	Extranjera	País de origen	Total	Females	2019	3,058
Bolivia	Extranjera	País de origen	Total	Females	2018	3,192
Bolivia	Extranjera	País de origen	Total	Females	2017	3,381
Bolivia	Extranjera	País de origen	Total	Females	2016	2,645
Bolivia	Extranjera	País de origen	Total	Females	2015	2,227
Bolivia	Extranjera	País de origen	Total	Females	2014	1,952
Bolivia	Extranjera	País de origen	Total	Females	2013	1,763
Bolivia	Extranjera	País de origen	Total	Females	2012	2,005
Bolivia	Extranjera	País de origen	Total	Females	2011	2,328
Bolivia	Extranjera	País de origen	Total	Females	2010	2,131
Bolivia	Extranjera	País de origen	Total	Females	2009	3,138
Bolivia	Extranjera	País de origen	Total	Females	2008	5,599
Bolivia	Extranjera	Otros	Total	Males	2019	55
Bolivia	Extranjera	Otros	Total	Males	2018	53
Bolivia	Extranjera	Otros	Total	Males	2017	39
Bolivia	Extranjera	Otros	Total	Males	2016	72
Bolivia	Extranjera	Otros	Total	Males	2015	42
Bolivia	Extranjera	Otros	Total	Males	2014	70
Bolivia	Extranjera	Otros	Total	Males	2013	54
Bolivia	Extranjera	Otros	Total	Males	2012	35
Bolivia	Extranjera	Otros	Total	Males	2011	30
Bolivia	Extranjera	Otros	Total	Males	2010	25
Bolivia	Extranjera	Otros	Total	Males	2009	27
Bolivia	Extranjera	Otros	Total	Males	2008	63
Bolivia	Extranjera	Otros	Total	Females	2019	82
Bolivia	Extranjera	Otros	Total	Females	2018	92
Bolivia	Extranjera	Otros	Total	Females	2017	73
Bolivia	Extranjera	Otros	Total	Females	2016	72
Bolivia	Extranjera	Otros	Total	Females	2015	44
Bolivia	Extranjera	Otros	Total	Females	2014	71
Bolivia	Extranjera	Otros	Total	Females	2013	55
Bolivia	Extranjera	Otros	Total	Females	2012	40
Bolivia	Extranjera	Otros	Total	Females	2011	31
Bolivia	Extranjera	Otros	Total	Females	2010	34
Bolivia	Extranjera	Otros	Total	Females	2009	26
Bolivia	Extranjera	Otros	Total	Females	2008	51
Brazil	Spanish 	Spain	Total	Males	2019	463
Brazil	Spanish 	Spain	Total	Males	2018	491
Brazil	Spanish 	Spain	Total	Males	2017	540
Brazil	Spanish 	Spain	Total	Males	2016	610
Brazil	Spanish 	Spain	Total	Males	2015	521
Brazil	Spanish 	Spain	Total	Males	2014	337
Brazil	Spanish 	Spain	Total	Males	2013	212
Brazil	Spanish 	Spain	Total	Males	2012	181
Brazil	Spanish 	Spain	Total	Males	2011	182
Brazil	Spanish 	Spain	Total	Males	2010	137
Brazil	Spanish 	Spain	Total	Males	2009	137
Brazil	Spanish 	Spain	Total	Males	2008	137
Brazil	Spanish 	Spain	Total	Females	2019	253
Brazil	Spanish 	Spain	Total	Females	2018	286
Brazil	Spanish 	Spain	Total	Females	2017	308
Brazil	Spanish 	Spain	Total	Females	2016	363
Brazil	Spanish 	Spain	Total	Females	2015	316
Brazil	Spanish 	Spain	Total	Females	2014	221
Brazil	Spanish 	Spain	Total	Females	2013	143
Brazil	Spanish 	Spain	Total	Females	2012	130
Brazil	Spanish 	Spain	Total	Females	2011	162
Brazil	Spanish 	Spain	Total	Females	2010	107
Brazil	Spanish 	Spain	Total	Females	2009	87
Brazil	Spanish 	Spain	Total	Females	2008	118
Brazil	Spanish 	País de origen	Total	Males	2019	614
Brazil	Spanish 	País de origen	Total	Males	2018	700
Brazil	Spanish 	País de origen	Total	Males	2017	591
Brazil	Spanish 	País de origen	Total	Males	2016	438
Brazil	Spanish 	País de origen	Total	Males	2015	337
Brazil	Spanish 	País de origen	Total	Males	2014	183
Brazil	Spanish 	País de origen	Total	Males	2013	133
Brazil	Spanish 	País de origen	Total	Males	2012	119
Brazil	Spanish 	País de origen	Total	Males	2011	184
Brazil	Spanish 	País de origen	Total	Males	2010	174
Brazil	Spanish 	País de origen	Total	Males	2009	200
Brazil	Spanish 	País de origen	Total	Males	2008	311
Brazil	Spanish 	País de origen	Total	Females	2019	606
Brazil	Spanish 	País de origen	Total	Females	2018	661
Brazil	Spanish 	País de origen	Total	Females	2017	562
Brazil	Spanish 	País de origen	Total	Females	2016	444
Brazil	Spanish 	País de origen	Total	Females	2015	312
Brazil	Spanish 	País de origen	Total	Females	2014	199
Brazil	Spanish 	País de origen	Total	Females	2013	165
Brazil	Spanish 	País de origen	Total	Females	2012	136
Brazil	Spanish 	País de origen	Total	Females	2011	202
Brazil	Spanish 	País de origen	Total	Females	2010	165
Brazil	Spanish 	País de origen	Total	Females	2009	180
Brazil	Spanish 	País de origen	Total	Females	2008	297
Brazil	Spanish 	Otros	Total	Males	2019	58
Brazil	Spanish 	Otros	Total	Males	2018	50
Brazil	Spanish 	Otros	Total	Males	2017	50
Brazil	Spanish 	Otros	Total	Males	2016	48
Brazil	Spanish 	Otros	Total	Males	2015	43
Brazil	Spanish 	Otros	Total	Males	2014	45
Brazil	Spanish 	Otros	Total	Males	2013	25
Brazil	Spanish 	Otros	Total	Males	2012	21
Brazil	Spanish 	Otros	Total	Males	2011	12
Brazil	Spanish 	Otros	Total	Males	2010	10
Brazil	Spanish 	Otros	Total	Males	2009	8
Brazil	Spanish 	Otros	Total	Males	2008	16
Brazil	Spanish 	Otros	Total	Females	2019	34
Brazil	Spanish 	Otros	Total	Females	2018	26
Brazil	Spanish 	Otros	Total	Females	2017	34
Brazil	Spanish 	Otros	Total	Females	2016	46
Brazil	Spanish 	Otros	Total	Females	2015	33
Brazil	Spanish 	Otros	Total	Females	2014	45
Brazil	Spanish 	Otros	Total	Females	2013	15
Brazil	Spanish 	Otros	Total	Females	2012	15
Brazil	Spanish 	Otros	Total	Females	2011	17
Brazil	Spanish 	Otros	Total	Females	2010	17
Brazil	Spanish 	Otros	Total	Females	2009	6
Brazil	Spanish 	Otros	Total	Females	2008	10
Brazil	Extranjera	Spain	Total	Males	2019	32
Brazil	Extranjera	Spain	Total	Males	2018	33
Brazil	Extranjera	Spain	Total	Males	2017	45
Brazil	Extranjera	Spain	Total	Males	2016	56
Brazil	Extranjera	Spain	Total	Males	2015	37
Brazil	Extranjera	Spain	Total	Males	2014	39
Brazil	Extranjera	Spain	Total	Males	2013	25
Brazil	Extranjera	Spain	Total	Males	2012	23
Brazil	Extranjera	Spain	Total	Males	2011	17
Brazil	Extranjera	Spain	Total	Males	2010	28
Brazil	Extranjera	Spain	Total	Males	2009	26
Brazil	Extranjera	Spain	Total	Males	2008	21
Brazil	Extranjera	Spain	Total	Females	2019	29
Brazil	Extranjera	Spain	Total	Females	2018	32
Brazil	Extranjera	Spain	Total	Females	2017	57
Brazil	Extranjera	Spain	Total	Females	2016	57
Brazil	Extranjera	Spain	Total	Females	2015	29
Brazil	Extranjera	Spain	Total	Females	2014	29
Brazil	Extranjera	Spain	Total	Females	2013	35
Brazil	Extranjera	Spain	Total	Females	2012	24
Brazil	Extranjera	Spain	Total	Females	2011	20
Brazil	Extranjera	Spain	Total	Females	2010	22
Brazil	Extranjera	Spain	Total	Females	2009	19
Brazil	Extranjera	Spain	Total	Females	2008	32
Brazil	Extranjera	País de origen	Total	Males	2019	7,011
Brazil	Extranjera	País de origen	Total	Males	2018	6,530
Brazil	Extranjera	País de origen	Total	Males	2017	5,234
Brazil	Extranjera	País de origen	Total	Males	2016	4,056
Brazil	Extranjera	País de origen	Total	Males	2015	2,910
Brazil	Extranjera	País de origen	Total	Males	2014	2,216
Brazil	Extranjera	País de origen	Total	Males	2013	1,935
Brazil	Extranjera	País de origen	Total	Males	2012	2,458
Brazil	Extranjera	País de origen	Total	Males	2011	2,831
Brazil	Extranjera	País de origen	Total	Males	2010	3,105
Brazil	Extranjera	País de origen	Total	Males	2009	3,649
Brazil	Extranjera	País de origen	Total	Males	2008	8,000
Brazil	Extranjera	País de origen	Total	Females	2019	9,121
Brazil	Extranjera	País de origen	Total	Females	2018	8,634
Brazil	Extranjera	País de origen	Total	Females	2017	7,041
Brazil	Extranjera	País de origen	Total	Females	2016	5,432
Brazil	Extranjera	País de origen	Total	Females	2015	3,923
Brazil	Extranjera	País de origen	Total	Females	2014	3,104
Brazil	Extranjera	País de origen	Total	Females	2013	2,768
Brazil	Extranjera	País de origen	Total	Females	2012	3,627
Brazil	Extranjera	País de origen	Total	Females	2011	4,590
Brazil	Extranjera	País de origen	Total	Females	2010	5,158
Brazil	Extranjera	País de origen	Total	Females	2009	6,435
Brazil	Extranjera	País de origen	Total	Females	2008	11,888
Brazil	Extranjera	Otros	Total	Males	2019	258
Brazil	Extranjera	Otros	Total	Males	2018	233
Brazil	Extranjera	Otros	Total	Males	2017	172
Brazil	Extranjera	Otros	Total	Males	2016	219
Brazil	Extranjera	Otros	Total	Males	2015	166
Brazil	Extranjera	Otros	Total	Males	2014	112
Brazil	Extranjera	Otros	Total	Males	2013	88
Brazil	Extranjera	Otros	Total	Males	2012	100
Brazil	Extranjera	Otros	Total	Males	2011	81
Brazil	Extranjera	Otros	Total	Males	2010	78
Brazil	Extranjera	Otros	Total	Males	2009	96
Brazil	Extranjera	Otros	Total	Males	2008	142
Brazil	Extranjera	Otros	Total	Females	2019	232
Brazil	Extranjera	Otros	Total	Females	2018	187
Brazil	Extranjera	Otros	Total	Females	2017	182
Brazil	Extranjera	Otros	Total	Females	2016	183
Brazil	Extranjera	Otros	Total	Females	2015	143
Brazil	Extranjera	Otros	Total	Females	2014	113
Brazil	Extranjera	Otros	Total	Females	2013	82
Brazil	Extranjera	Otros	Total	Females	2012	97
Brazil	Extranjera	Otros	Total	Females	2011	90
Brazil	Extranjera	Otros	Total	Females	2010	110
Brazil	Extranjera	Otros	Total	Females	2009	81
Brazil	Extranjera	Otros	Total	Females	2008	127
Colombia	Spanish 	Spain	Total	Males	2019	581
Colombia	Spanish 	Spain	Total	Males	2018	550
Colombia	Spanish 	Spain	Total	Males	2017	505
Colombia	Spanish 	Spain	Total	Males	2016	428
Colombia	Spanish 	Spain	Total	Males	2015	330
Colombia	Spanish 	Spain	Total	Males	2014	215
Colombia	Spanish 	Spain	Total	Males	2013	131
Colombia	Spanish 	Spain	Total	Males	2012	119
Colombia	Spanish 	Spain	Total	Males	2011	132
Colombia	Spanish 	Spain	Total	Males	2010	83
Colombia	Spanish 	Spain	Total	Males	2009	114
Colombia	Spanish 	Spain	Total	Males	2008	89
Colombia	Spanish 	Spain	Total	Females	2019	404
Colombia	Spanish 	Spain	Total	Females	2018	372
Colombia	Spanish 	Spain	Total	Females	2017	362
Colombia	Spanish 	Spain	Total	Females	2016	338
Colombia	Spanish 	Spain	Total	Females	2015	237
Colombia	Spanish 	Spain	Total	Females	2014	152
Colombia	Spanish 	Spain	Total	Females	2013	96
Colombia	Spanish 	Spain	Total	Females	2012	94
Colombia	Spanish 	Spain	Total	Females	2011	112
Colombia	Spanish 	Spain	Total	Females	2010	78
Colombia	Spanish 	Spain	Total	Females	2009	104
Colombia	Spanish 	Spain	Total	Females	2008	103
Colombia	Spanish 	País de origen	Total	Males	2019	1,235
Colombia	Spanish 	País de origen	Total	Males	2018	1,093
Colombia	Spanish 	País de origen	Total	Males	2017	920
Colombia	Spanish 	País de origen	Total	Males	2016	807
Colombia	Spanish 	País de origen	Total	Males	2015	543
Colombia	Spanish 	País de origen	Total	Males	2014	320
Colombia	Spanish 	País de origen	Total	Males	2013	258
Colombia	Spanish 	País de origen	Total	Males	2012	244
Colombia	Spanish 	País de origen	Total	Males	2011	276
Colombia	Spanish 	País de origen	Total	Males	2010	254
Colombia	Spanish 	País de origen	Total	Males	2009	209
Colombia	Spanish 	País de origen	Total	Males	2008	220
Colombia	Spanish 	País de origen	Total	Females	2019	1,499
Colombia	Spanish 	País de origen	Total	Females	2018	1,384
Colombia	Spanish 	País de origen	Total	Females	2017	1,187
Colombia	Spanish 	País de origen	Total	Females	2016	953
Colombia	Spanish 	País de origen	Total	Females	2015	649
Colombia	Spanish 	País de origen	Total	Females	2014	437
Colombia	Spanish 	País de origen	Total	Females	2013	294
Colombia	Spanish 	País de origen	Total	Females	2012	240
Colombia	Spanish 	País de origen	Total	Females	2011	294
Colombia	Spanish 	País de origen	Total	Females	2010	262
Colombia	Spanish 	País de origen	Total	Females	2009	231
Colombia	Spanish 	País de origen	Total	Females	2008	218
Colombia	Spanish 	Otros	Total	Males	2019	70
Colombia	Spanish 	Otros	Total	Males	2018	55
Colombia	Spanish 	Otros	Total	Males	2017	32
Colombia	Spanish 	Otros	Total	Males	2016	39
Colombia	Spanish 	Otros	Total	Males	2015	39
Colombia	Spanish 	Otros	Total	Males	2014	25
Colombia	Spanish 	Otros	Total	Males	2013	22
Colombia	Spanish 	Otros	Total	Males	2012	19
Colombia	Spanish 	Otros	Total	Males	2011	9
Colombia	Spanish 	Otros	Total	Males	2010	10
Colombia	Spanish 	Otros	Total	Males	2009	5
Colombia	Spanish 	Otros	Total	Males	2008	15
Colombia	Spanish 	Otros	Total	Females	2019	68
Colombia	Spanish 	Otros	Total	Females	2018	49
Colombia	Spanish 	Otros	Total	Females	2017	43
Colombia	Spanish 	Otros	Total	Females	2016	40
Colombia	Spanish 	Otros	Total	Females	2015	27
Colombia	Spanish 	Otros	Total	Females	2014	22
Colombia	Spanish 	Otros	Total	Females	2013	12
Colombia	Spanish 	Otros	Total	Females	2012	12
Colombia	Spanish 	Otros	Total	Females	2011	6
Colombia	Spanish 	Otros	Total	Females	2010	9
Colombia	Spanish 	Otros	Total	Females	2009	5
Colombia	Spanish 	Otros	Total	Females	2008	7
Colombia	Extranjera	Spain	Total	Males	2019	99
Colombia	Extranjera	Spain	Total	Males	2018	69
Colombia	Extranjera	Spain	Total	Males	2017	60
Colombia	Extranjera	Spain	Total	Males	2016	81
Colombia	Extranjera	Spain	Total	Males	2015	49
Colombia	Extranjera	Spain	Total	Males	2014	60
Colombia	Extranjera	Spain	Total	Males	2013	56
Colombia	Extranjera	Spain	Total	Males	2012	51
Colombia	Extranjera	Spain	Total	Males	2011	42
Colombia	Extranjera	Spain	Total	Males	2010	46
Colombia	Extranjera	Spain	Total	Males	2009	61
Colombia	Extranjera	Spain	Total	Males	2008	76
Colombia	Extranjera	Spain	Total	Females	2019	91
Colombia	Extranjera	Spain	Total	Females	2018	80
Colombia	Extranjera	Spain	Total	Females	2017	68
Colombia	Extranjera	Spain	Total	Females	2016	75
Colombia	Extranjera	Spain	Total	Females	2015	48
Colombia	Extranjera	Spain	Total	Females	2014	57
Colombia	Extranjera	Spain	Total	Females	2013	65
Colombia	Extranjera	Spain	Total	Females	2012	50
Colombia	Extranjera	Spain	Total	Females	2011	44
Colombia	Extranjera	Spain	Total	Females	2010	53
Colombia	Extranjera	Spain	Total	Females	2009	56
Colombia	Extranjera	Spain	Total	Females	2008	68
Colombia	Extranjera	País de origen	Total	Males	2019	33,076
Colombia	Extranjera	País de origen	Total	Males	2018	22,590
Colombia	Extranjera	País de origen	Total	Males	2017	14,489
Colombia	Extranjera	País de origen	Total	Males	2016	9,197
Colombia	Extranjera	País de origen	Total	Males	2015	3,824
Colombia	Extranjera	País de origen	Total	Males	2014	3,377
Colombia	Extranjera	País de origen	Total	Males	2013	3,544
Colombia	Extranjera	País de origen	Total	Males	2012	4,121
Colombia	Extranjera	País de origen	Total	Males	2011	5,551
Colombia	Extranjera	País de origen	Total	Males	2010	5,858
Colombia	Extranjera	País de origen	Total	Males	2009	8,855
Colombia	Extranjera	País de origen	Total	Males	2008	16,817
Colombia	Extranjera	País de origen	Total	Females	2019	41,150
Colombia	Extranjera	País de origen	Total	Females	2018	29,037
Colombia	Extranjera	País de origen	Total	Females	2017	18,541
Colombia	Extranjera	País de origen	Total	Females	2016	12,469
Colombia	Extranjera	País de origen	Total	Females	2015	4,935
Colombia	Extranjera	País de origen	Total	Females	2014	4,430
Colombia	Extranjera	País de origen	Total	Females	2013	4,518
Colombia	Extranjera	País de origen	Total	Females	2012	5,259
Colombia	Extranjera	País de origen	Total	Females	2011	7,080
Colombia	Extranjera	País de origen	Total	Females	2010	7,309
Colombia	Extranjera	País de origen	Total	Females	2009	11,113
Colombia	Extranjera	País de origen	Total	Females	2008	18,551
Colombia	Extranjera	Otros	Total	Males	2019	925
Colombia	Extranjera	Otros	Total	Males	2018	407
Colombia	Extranjera	Otros	Total	Males	2017	226
Colombia	Extranjera	Otros	Total	Males	2016	213
Colombia	Extranjera	Otros	Total	Males	2015	133
Colombia	Extranjera	Otros	Total	Males	2014	129
Colombia	Extranjera	Otros	Total	Males	2013	125
Colombia	Extranjera	Otros	Total	Males	2012	111
Colombia	Extranjera	Otros	Total	Males	2011	49
Colombia	Extranjera	Otros	Total	Males	2010	75
